旭中空糸型ダイアライザーAPS－EA（APS-EA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/apsea/
旭ホローファイバー人工腎臓　APS（APS-SA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/apssa/
旭中空糸型ダイアライザーAPS－MA（APS-MA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/apsma/
旭ホローファイバー人工腎臓　APS（APS-UA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/apsua/
旭中空糸型透析器APS－E（APS-E New）,http://www.asahi-kasei.co.jp/medical/dialysis/product/apse/
旭ビタブレンVPS－VA（VPS-VA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/vpsva/
旭ビタブレン（VPS-HA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/vpsha/
ホローファイバー ダイアライザー KF－201（KF-C / KF / kf-m）,http://www.asahi-kasei.co.jp/medical/dialysis/product/kf/
旭中空糸型血液透析濾過器ABH－PA（ABH-PA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/abhpa/
旭中空糸型血液透析濾過器ABH－LA（ABH-LA）,http://www.asahi-kasei.co.jp/medical/dialysis/product/abhla/
旭中空糸型血液透析濾過器（ABH-P）,http://www.asahi-kasei.co.jp/medical/dialysis/product/abhp/
旭中空糸型ヘモダイアフィルター（ABH-F）,http://www.asahi-kasei.co.jp/medical/dialysis/product/abhf/
微粒子除去フィルター 微ET,http://www.asahi-kasei.co.jp/medical/dialysis/product/et/
血液回路,http://www.asahi-kasei.co.jp/medical/dialysis/product/circuit/
ステラケア,http://www.asahi-kasei.co.jp/medical/dialysis/product/steracare/
ASケア,http://www.asahi-kasei.co.jp/medical/dialysis/product/ascare/
ソフライト除菌,http://www.asahi-kasei.co.jp/medical/dialysis/product/soflight/
